timestamp,rr_interval
257.423,-32.76
257.673,-37.76
257.923,-42.79
258.173,-41.66
258.423,-28.57
258.673,-15.49
258.923,-22.97
259.173,-39.78
259.423,-50.78
259.673,-38.57
259.923,-26.36
260.173,-10.75
260.423,7.24
260.673,25.24
260.923,16.12
261.173,-1.01
261.423,-15.06
261.673,-9.63
261.923,-4.21
262.173,1.22
262.423,6.65
262.673,12.08
262.923,18.69
263.173,26.08
263.423,33.46
263.673,26.82
263.923,15.94
264.173,5.08
264.423,-5.23
264.673,-15.53
264.923,-20.36
265.173,-17.98
265.423,-15.59
265.673,-21.97
265.923,-30.58
266.173,-33.56
266.423,-19.43
266.673,-5.3
266.923,-3.81
267.173,-12.9
267.423,-21.99
267.673,-13.79
267.923,-4.4
268.173,2.14
268.423,-0.93
268.673,-4.0
268.923,-16.16
269.173,-35.68
269.423,-52.31
269.673,-31.61
269.923,-10.91
270.173,5.52
270.423,14.47
270.673,23.43
270.923,31.48
271.173,38.81
271.423,46.15
271.673,48.94
271.923,49.44
272.173,49.94
272.423,57.46
272.673,67.1
272.923,76.74
273.173,65.76
273.423,48.12
273.673,30.48
273.923,22.17
274.173,14.46
274.423,7.04
274.673,0.66
274.923,-5.72
275.173,-12.91
275.423,-20.76
275.673,-28.61
275.923,-25.52
276.173,-22.07
276.423,-22.78
276.673,-31.16
276.923,-39.55
277.173,-27.21
277.423,-10.33
277.673,4.52
277.923,1.85
278.173,-0.83
278.423,-3.03
278.673,-4.57
278.923,-6.12
279.173,-11.43
279.423,-18.01
279.673,-22.12
279.923,-11.98
280.173,-1.84
280.423,11.95
280.673,30.47
280.923,48.99
281.173,59.16
281.423,61.25
281.673,63.34
281.923,64.43
282.173,64.73
282.423,65.04
282.673,61.43
282.923,55.21
283.173,49.0
283.423,48.34
283.673,49.89
283.923,51.43
284.173,58.74
284.423,67.34
284.673,75.94
284.923,59.78
285.173,37.88
285.423,17.76
285.673,32.93
285.923,48.1
286.173,58.43
286.423,28.79
286.673,-0.86
286.923,-15.04
287.173,-12.48
287.423,-9.92
287.673,-3.22
287.923,4.36
288.173,11.48
288.423,13.54
288.673,15.6
288.923,17.66
289.173,19.73
289.423,21.79
289.673,18.34
289.923,13.52
290.173,8.44
290.423,-0.31
290.673,-9.06
290.923,-13.48
291.173,-12.21
291.423,-10.93
291.673,4.88
291.923,24.8
292.173,44.72
292.423,50.35
292.673,54.39
292.923,58.44
293.173,50.0
293.423,41.2
293.673,33.82
293.923,34.85
294.173,35.88
294.423,33.54
294.673,23.47
294.923,13.41
295.173,13.62
295.423,21.41
295.673,29.19
295.923,33.02
296.173,35.59
296.423,38.17
296.673,38.74
296.923,39.11
297.173,39.73
297.423,44.34
297.673,48.94
297.923,50.32
298.173,34.26
298.423,18.19
298.673,6.92
298.923,2.08
299.173,-2.76
299.423,8.47
299.673,25.0
299.923,41.53
